date,continent,location,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,hosp_patients,icu_patients,reproduction_rate,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence
2020-01-14,South America,Brazil,0,7927,0,0,39767147,14776,0.15426427106515,220.51740292281,61245332,2839025,26463139,85841,8544,0.867170062170668,10.0384150970528,212600000,830.726962621841,44.6553998095404,10.5638424433052,18.1451769738845,38812.791796817,14.1047102155534,219.410046864795,4.29337085064455
2020-01-19,South America,Brazil,25000,6269,294,294,75924188,11226,0.883758528338489,3.90420009019082,34576247,67198033,18004005,24877,7684,0.758717946755263,92.5449446594041,212600000,987.324014674499,24.7019934413323,24.346213201898,19.9425866332979,2507.38009199705,30.105067717492,517.227481954604,18.543080068359
2020-01-21,South America,Brazil,75000,26,882,588,42738243,86800,0.512747141851009,101.747550270156,86006768,20945710,25064923,24152,9571,1.74909709923037,69.55897848761,212600000,820.654008568973,37.8282534495887,15.8157574772667,15.4614711926708,40009.3619911508,37.2520589230826,473.693508890737,6.59910716206317
2020-01-23,South America,Brazil,150000,5884,1765,883,59745702,7814,0.0323452879188975,230.349493873049,75246751,73309005,36329013,42467,13730,1.78198439387644,84.3519557708218,212600000,59.399651082868,21.4444677507705,17.878924774013,18.7019519316588,29722.9610085627,41.1290657117216,281.746661267917,4.13792900342819
2020-01-28,South America,Brazil,250000,6054,2942,1177,10699925,82025,0.116834736410681,242.870678308427,82673496,21418181,28487467,46185,5133,1.83614564083127,9.18933169980195,212600000,296.387332389075,44.5878844030586,7.98452963106326,16.4017232798225,24277.9149267605,26.434874838975,209.86493792337,5.17190664981534
2020-01-30,South America,Brazil,375000,1449,4414,1472,18133048,77223,0.0486274716352777,349.471195984286,2396611,15543728,44837729,98756,4705,2.1887783574016,79.4567563955316,212600000,874.582076580674,28.6315923432452,16.1916128201626,6.11823284353372,47369.32088484,30.7692213293875,533.4187508081,15.7438154472152
2020-02-01,South America,Brazil,525000,8219,6180,1766,24671251,60857,0.0787333682634816,441.528864616284,40164230,66157452,8776303,99819,14123,2.21117461426147,60.83236208454,212658333,571.9440251882,29.1474859296117,24.0696777575584,10.85773609837,23850.7189824412,36.3929251933127,790.673724764329,6.43795311228914
2020-02-07,South America,Brazil,700000,8120,8240,2060,56407173,89142,0.0858422776205822,94.8238150097683,62200050,68030437,31879411,3659,6345,1.72962268225209,29.8688106329956,212658333,943.720132718898,37.3826171678883,13.9309230419538,17.3697411160389,56962.4076318605,32.0386190025779,402.280338811853,18.632600039034
2020-02-07,South America,Brazil,900000,920,10595,2355,12140820,95072,0.156317221399238,142.919072331964,51449775,33251651,36417687,79742,10685,0.844386908224172,57.0949101942627,212658333,970.225596191838,45.0494301330926,5.71947299398763,18.4228095751417,44121.2375773803,15.0609441794101,492.312770775239,17.3932744471764
2020-02-13,South America,Brazil,1125000,7570,13244,2649,36693309,57797,0.345274494418572,467.93798470305,73807331,58405930,67602662,35495,12693,0.809517202680297,42.1555620515726,212658333,177.919042533595,29.3459758563604,24.0196964022332,4.93884949141289,65561.5738726244,37.7272844066493,287.993776607203,11.5406091028444
2020-02-13,South America,Brazil,1375000,6305,16188,2944,66059129,13565,0.865149334771371,150.493254630892,81465219,49191398,22454496,44978,19908,0.687633542288371,89.0149996626139,212658333,609.374372623906,26.7524865072758,20.4471217214909,3.20781213833569,69397.2012133991,19.4186119264851,205.025459577115,13.2981566429276
